TEAM,Record,YEAR,CONF,Rank,SEED,Games,Wins,Losses,ADJOE,ADJDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,ADJ T.,WAB,POSTSEASON
New Mexico,29–4,2010,MWC,40,3,33,29,4,114.4,96.3,0.8787,51,49.4,16.4,20.3,35.8,26.8,45.6,35.6,47.9,49.1,37.5,33.1,68.6,4.9,R32
Gonzaga,25–6,2010,WCC,42,8,31,25,6,111.2,93.7,0.8781,54.4,46.4,18.6,18.3,32.4,28.6,49.3,33.9,54.2,44.6,36.5,33.4,69.5,2.5,R32
Wake Forest,19–10,2010,ACC,46,9,29,19,10,106.4,90.9,0.8593,47.4,43,21.1,19.6,38.5,33.9,41,38.6,47.6,42.9,31.3,28.9,70.3,1,R32
Murray St.,28–4,2010,OVC,74,13,32,28,4,105.9,94.6,0.7859,55.5,43.9,21.4,24.4,39.1,33.3,42.9,34,55.4,40.9,37.2,34,67.4,0,R32
Ohio,20–14,2010,MAC,115,14,34,20,14,103.5,98,0.6516,48.9,46,18.1,21.4,31.1,33.9,40.8,36,46.3,46.2,35.8,30.4,70.1,-7.8,R32
Texas,27–7,2011,B12,4,4,34,27,7,113.8,87.4,0.9538,50.3,42,17.3,19,38.2,30.3,43.2,31.1,48.1,41.5,37.7,29,67,5.4,R32
Pittsburgh,27–5,2011,BE,5,1,32,27,5,119.1,92.2,0.9503,52.8,45.1,18.3,17.8,42.8,29.1,43.3,32.4,50.6,43.3,39,32.6,63.8,7.6,R32
Purdue,25–7,2011,B10,8,3,32,25,7,114,89.5,0.9418,50.8,45.8,15.6,21.7,32,30,35.1,31.4,48.7,44.5,36.7,32.8,67.1,7.2,R32
Notre Dame,26–6,2011,BE,9,2,32,26,6,121.9,95.8,0.9408,54.1,46.7,16.4,15.9,33.8,29.9,45.4,25.5,51.2,43.7,39.2,35,64.5,7.8,R32
Illinois,19–13,2011,B10,11,9,32,19,13,113.7,91.1,0.927,52.8,45.4,19.1,18.4,32.1,31.9,28.6,32.5,50.4,45.2,38.7,30.5,66.8,1.6,R32
Syracuse,25–7,2011,BE,14,3,32,25,7,113.7,91.6,0.9233,52.8,45.2,18.3,20.7,37,33.5,35.6,29.4,52.5,44.5,35.7,30.8,66.5,6.2,R32
Washington,23–10,2011,P10,16,7,33,23,10,117.1,94.4,0.9221,53.9,46.1,17,20.5,38,31.8,32.5,44.5,52.9,45.2,37.1,32.2,72.2,1.9,R32
West Virginia,20–11,2011,BE,17,5,31,20,11,113.5,93,0.9079,48.4,45.6,18.9,18.9,40.5,35.6,40.7,35.4,47.4,46.5,33.5,29.1,63.5,3.1,R32
Cincinnati,25–8,2011,BE,20,6,33,25,8,108.8,90.1,0.8978,49.3,45.8,18.1,22.4,38.4,30.6,38.6,35.1,48.6,44.8,33.9,32.2,64.4,3.4,R32
Kansas St.,21–10,2011,B12,24,5,31,21,10,108.9,90.7,0.8908,49.7,47,21.7,22.7,41.2,31,42.7,45.4,46.5,45.1,37.4,34.7,68.4,2,R32
Gonzaga,23–9,2011,WCC,33,11,32,23,9,109.2,92.6,0.869,52.5,46.5,19.7,21.3,35.5,28.9,41.6,35.7,52.1,42.2,35.6,36.1,68.2,0.3,R32
Michigan,19–13,2011,B10,35,8,32,19,13,110.2,93.8,0.8647,51.9,48.9,16.3,18.6,25,29.4,27.9,29.7,50.9,48.9,35.4,32.7,62.8,1.9,R32
George Mason,26–6,2011,CAA,36,8,32,26,6,111.2,94.8,0.8615,53.6,45.8,16.8,20.9,32.8,31.2,39.3,32,50.9,45.2,39.7,31.3,65.9,1.1,R32
Temple,25–7,2011,A10,37,7,32,25,7,107.8,92,0.8608,50.1,46,16.3,20,32.1,28.5,34.5,27.3,48.9,43.4,35.4,35.1,65.8,2.1,R32
UCLA,22–10,2011,P10,50,7,32,22,10,107,93,0.8344,50.4,45.9,22.1,17.9,36,31.4,42.8,33,50.9,44.1,32.9,34.2,66.5,1.4,R32
Morehead St.,21–9,2011,OVC,115,13,30,21,9,103.4,98.8,0.6301,51.1,49.3,23.4,22.9,41.3,27.9,41.3,38.5,50.5,45.7,34.9,36.9,64.7,-3.6,R32
Saint Louis,24–7,2012,A10,10,9,31,24,7,111.1,89.4,0.9239,52.1,44.9,17.8,23.4,31.9,29.4,35.1,37.4,50.2,43.8,36.9,32.1,62.4,2.8,R32
Georgetown,22–8,2012,BE,12,3,30,22,8,110.3,89.3,0.9198,51,42.9,19.6,20.1,35.9,30.3,39.4,36.1,50.8,44.3,34.3,26.6,63.4,4.7,R32
Vanderbilt,24–10,2012,SEC,14,5,34,24,10,113.9,92.4,0.9172,54,46.6,19.8,19.2,32.1,32,39.6,29.1,50.8,46.9,38.9,30.7,65.9,4,R32
New Mexico,26–6,2012,MWC,18,5,32,26,6,109.1,89.7,0.905,52.9,44.1,20,21.4,34,27.3,39.3,32,50.1,42.8,38.5,30.9,66.8,2.9,R32
Florida St.,24–9,2012,ACC,19,3,33,24,9,106.5,87.8,0.9023,51.4,43.7,23.7,22.2,35.7,33,35.2,34.3,50.7,42.5,35.3,30.5,67.7,4.3,R32
Kansas St.,21–10,2012,B12,27,8,31,21,10,107.9,91.2,0.874,49.3,45.8,21.3,23.8,40.8,33.7,42.9,41.6,48.5,44.9,34.2,31.8,67.5,2.2,R32
Gonzaga,25–6,2012,WCC,30,7,31,25,6,110.5,94.1,0.8631,53.4,46.6,19.9,19.6,34.8,27.8,47,26.5,51.9,46.5,37.6,31.2,66.2,2.1,R32
Purdue,21–12,2012,B10,31,10,33,21,12,114.7,97.8,0.8617,51.2,50.5,13.4,19.8,32,30.8,34.1,34.2,47.9,49.1,37.7,35.6,65.4,1.9,R32
Iowa St.,22–10,2012,B12,33,8,32,22,10,111.2,95,0.8603,52.9,48.3,18.5,17.6,32.2,26.3,38.7,25.7,50,49.9,38,29.8,67.2,2,R32
Creighton,28–5,2012,MVC,35,8,33,28,5,118.3,101.5,0.8536,58.3,49.3,18.1,15.3,31.6,26.1,39.2,29.4,55.5,47.5,42.5,35.6,67.4,4.7,R32
VCU,28–6,2012,CAA,44,12,34,28,6,106,92.8,0.8218,47.6,47.1,17.4,27.3,33.8,34,37.3,37.9,45.6,46.9,33.7,31.8,66.1,2.2,R32
Murray St.,27–1,2012,OVC,46,6,28,27,1,107.8,94.7,0.8158,54.7,46.1,20.9,24,34.7,34.8,46.4,35.1,51.3,46.7,40.7,29.5,66.1,3.8,R32
South Florida,19–13,2012,BE,62,12,32,19,13,101.5,90.6,0.7854,48.2,44.3,22.8,18.7,34.2,31,34.2,31.8,48.9,43.5,31.1,30.6,59.8,0.1,R32
Colorado,21–11,2012,P12,74,11,32,21,11,104.2,93.9,0.7662,49.3,47,19.2,18.7,29.3,28.5,43,32.5,48.5,45.8,34.1,32.9,65.8,-0.3,R32
Lehigh,25–7,2012,Pat,94,15,32,25,7,106.4,98.7,0.704,50.9,47.1,16.8,21.4,31.4,29.2,37.4,33.3,49.7,45.7,35.5,33.3,68.7,-1.3,R32
Norfolk St.,24–8,2012,MEAC,189,15,32,24,8,97.1,99,0.4452,49.7,45.4,21.4,19.7,33.6,33,43.7,37.2,50.9,45.3,31.4,30.5,67.9,-2.8,R32
Illinois,23–6,2021,B10,5,1,29,23,6,117.4,90.8,0.9505,55.6,46.6,18.2,16.1,33,22.2,39.2,30.5,55.3,45.4,37.6,32.7,71.6,8.8,R32
Iowa,21–8,2021,B10,6,2,29,21,8,123.7,96.5,0.9459,54.6,48.3,13.3,16.3,30.7,28.6,32,22.6,52.4,45.8,38.6,34.8,70.9,5.5,R32
Colorado,22–8,2021,P12,7,5,30,22,8,115.4,91.7,0.9333,52,47.7,16.8,19.8,30.9,25.6,29.9,28,50.3,46.5,36.7,33.3,67.2,4.9,R32
Wisconsin,17–12,2021,B10,15,9,29,17,12,111.5,90.3,0.9182,49.4,47.9,13.5,17.8,23.7,25.1,26.9,28.5,46.3,47.1,36,33,65.9,2.1,R32
Texas Tech,17–10,2021,B12,19,6,27,17,10,111.5,91.4,0.9079,49.7,47.8,16.3,23.8,33.8,30,39.3,36.5,48.7,44.8,34.6,35,66.6,0.9,R32
West Virginia,18–9,2021,B12,22,3,27,18,9,115,94.9,0.9011,48.7,50.2,17,20.7,35.6,31.3,39.4,28.5,46.4,51.3,35.7,32.3,70.5,3,R32
Kansas,19–8,2021,B12,25,3,27,19,8,108.7,90.2,0.8952,49.7,47,17.7,20,31.2,26.9,30.5,26.5,49.3,45.9,33.7,32.5,69.2,4.3,R32
LSU,18–9,2021,SEC,29,8,27,18,9,118.9,99.8,0.8825,52.8,48.5,16.1,18.4,31.5,32.8,33.9,29.1,53,51.3,35,30,71.4,2.3,R32
Florida,14–9,2021,SEC,32,7,23,14,9,110.4,93.4,0.8727,52.5,47.5,20.7,20.6,30.8,31.6,33.8,34.8,51.9,48.4,35.7,30.6,69.5,1.2,R32
Oklahoma St.,20–8,2021,B12,33,4,28,20,8,109,92.2,0.8721,52.1,47.2,21.4,19.3,31.9,30.2,36.4,30.5,52.8,46.9,33.8,31.7,72.7,4.8,R32
Oklahoma,15–10,2021,B12,38,8,25,15,10,111.1,94.7,0.8631,50.8,48.9,15.8,18.7,27.3,27.5,29.1,22.8,50.8,46.3,33.8,35.4,68.5,0.3,R32
Maryland,15–13,2021,B10,41,10,28,15,13,110.1,94.2,0.8573,52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,52.8,46.4,34.9,34.3,66.3,0.1,R32
Rutgers,15–11,2021,B10,47,10,26,15,11,106.6,91.9,0.846,50.2,47.7,16.4,18.9,27.4,29.3,27.7,33.2,51.9,47.4,31.1,32.1,68.7,1.7,R32
Ohio,15–7,2021,MAC,79,13,22,15,7,111.8,101,0.7634,55.8,51.1,17,20,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,70.3,-2,R32
North Texas,16–9,2021,CUSA,82,13,25,16,9,103.7,94,0.7561,54,45.7,20.4,21.4,27.9,26.9,27.2,31.7,52.9,44.8,37.3,31.6,64.2,-2.4,R32
Abilene Christian,19–4,2021,Slnd,89,14,23,19,4,100.9,92.6,0.7282,52.9,45.4,19.4,26.7,30.6,27.9,34,42.5,50.8,46.3,37.7,29.1,70.8,-1.1,R32
Louisville,29–5,2013,BE,3,1,34,29,5,112.6,83.2,0.9702,49.5,44,18.7,27.6,38.4,33.7,38.8,33.7,49.5,42.7,33.1,31.2,67.5,9,Champions
Kansas,29–5,2013,B12,5,1,34,29,5,112.3,85.7,0.9573,53.4,41.5,19.9,18.7,34.3,28.8,39.7,33.1,52.7,39,36.7,30.7,67.7,7.5,S16
Kentucky,24–10,2014,SEC,21,8,34,24,10,115.8,95.5,0.902,49.7,45,18.1,16.3,42.2,29.9,53.8,37.8,50,44,32.5,31.7,66.5,3.9,2ND
Syracuse,26–9,2013,BE,9,4,35,26,9,113.8,89.5,0.9411,49.2,43.6,19.1,23.4,39.8,34.4,35.3,35.5,48.8,42.9,33.4,29.8,65.7,5.1,F4
Connecticut,26–8,2014,Amer,23,7,34,26,8,111.6,92.6,0.8954,51.4,43.9,17.6,19.5,31.2,33.4,38.6,35.5,48,41.4,38.7,32.9,65.1,4.7,Champions
Marquette,23–8,2013,BE,21,3,31,23,8,113.3,93.7,0.8991,50.7,46.2,21,19.9,37.8,33.2,41.4,31.5,52.8,45.3,30.1,31.8,64.9,4.5,E8
Arizona,30–4,2014,P12,2,1,34,30,4,114.9,86.5,0.9632,51.6,42.2,16,19,37.2,26,41.7,34.5,50.9,40.5,35.6,31.4,64.6,9.4,E8
Wichita St.,26–8,2013,MVC,35,9,34,26,8,107.7,91.3,0.8695,50.2,46,19.8,20.4,38,25.3,35.8,37.4,50.1,44,33.7,33,64.8,2.2,F4
Michigan St.,26–8,2014,B10,10,4,34,26,8,118.4,94.7,0.9292,54.5,46.2,17.1,18.3,33.5,27.7,33.5,39.1,52.1,44,39.1,33.2,66.3,6.9,E8
Oregon,26–8,2013,P12,41,12,34,26,8,103.7,88.8,0.8555,49.1,46.3,21.3,22.3,36.1,27.8,39,32.7,49.4,44.2,32.3,34.3,69.2,2.9,S16
La Salle,21–9,2013,A10,50,13,30,21,9,109.7,95.2,0.8368,51.5,49.2,17.3,22,29.6,32.9,31.5,28.6,49.1,50.6,37.1,29.9,66.6,0.3,S16
Florida,32–2,2014,SEC,3,1,34,32,2,115.8,88.6,0.9563,52.7,45.1,17.8,21.9,35.6,28.8,43.4,32.6,51.3,42.9,36.8,33.3,63.4,11.7,F4
Boise St.,19–10,2013,MWC,51,13,29,19,10,111.3,96.8,0.834,51.6,50.6,18.4,20.1,30.1,24.6,33.7,42.8,48.2,50.4,38.7,34.1,66.4,-0.2,R68
Louisville,29–5,2014,Amer,1,4,34,29,5,119.2,88.1,0.9701,54,43.8,14.9,25.2,37.3,32.9,40.4,38.2,53,43.9,37.1,29.1,69,5.3,S16
Virginia,28–6,2014,ACC,5,1,34,28,6,113.2,88.2,0.9463,50.6,43.9,16.8,18.8,34.8,26.4,42.4,32.3,48.9,41.8,36.5,31.9,61.3,8.2,S16
UCLA,26–8,2014,P12,19,4,34,26,8,118.5,96.8,0.9111,54.4,50.1,14.9,20.5,30.2,28.3,39,36.4,52.8,48.8,39.1,34.6,70.4,4.5,S16
San Diego St.,27–4,2014,MWC,25,4,31,27,4,108.4,90.5,0.8884,46.8,44.4,15.3,21.1,36.1,29.5,44.9,31.8,45.4,43.6,33.9,30.8,64.4,6,S16
Kentucky,34–0,2015,SEC,1,1,34,34,0,119.3,83.1,0.9847,51.8,39.7,16.4,21.8,40.4,31.6,43.8,31.6,51.5,39.1,35,27.4,63.4,13.1,F4
Wisconsin,31–3,2015,B10,2,1,34,31,3,126.6,91.7,0.9762,54.6,46.7,12.4,16.7,31.9,23.7,35.6,21.1,55.1,44,35.7,36,59.3,11.4,2ND
Arizona,31–3,2015,P12,5,2,34,31,3,115.6,86,0.9677,53.6,44.3,16.7,21.1,34.1,22.3,47.1,36.3,53.4,42,36,32.8,66.9,9,E8
Utah,23–8,2015,P12,7,5,31,23,8,115.2,88.4,0.9546,55.6,42.7,17.8,18.3,31.3,28.1,42.8,34.5,52.8,40.9,40.2,31.6,61.5,3.7,S16
North Carolina,24–11,2015,ACC,8,4,35,24,11,118.6,91.2,0.9537,51.4,45.3,18.2,17.8,39.9,30.5,34.7,37.6,51.3,45.7,34.5,29.8,70.2,6.5,S16
Notre Dame,29–5,2015,ACC,13,3,34,29,5,124.6,99.3,0.9317,58.6,48.1,14.4,17.4,28.1,31.6,37.1,23.3,58.4,47.4,39.2,32.9,64.1,8.6,E8
Michigan St.,23–11,2015,B10,15,7,34,23,11,114.9,92.1,0.9277,53.8,45.7,17.9,17,34.6,26,31.9,37.7,51.6,44.1,38.6,32.3,64.1,3.1,F4
Wichita St.,27–4,2015,MVC,16,7,31,27,4,114,91.4,0.9269,50.7,45.2,15.2,21.6,34.8,27,35.4,36.8,48.9,42.5,35.9,34.4,62.2,4.2,S16
Xavier,21–13,2015,BE,24,6,34,21,13,115.1,95.7,0.8935,53,50.2,18,19.2,31.3,27.1,38.1,34.4,53.4,48.9,34.9,35,66,1.4,S16
Boise St.,23–8,2015,MWC,58,11,31,23,8,109.3,96.9,0.7992,53.5,47.4,16.1,19.4,27.6,25.9,32.9,31.5,49.8,47.8,39.1,31.2,63.6,0.2,R68
North Florida,20–11,2015,ASun,163,16,31,20,11,104.7,104.7,0.5011,53.6,47.9,18,18.2,28.9,32,39.4,33.4,51.1,48.1,38,31.5,67.4,-5.1,R68
Villanova,29–5,2016,BE,2,2,34,29,5,119,90.1,0.9605,54.3,46.3,16.4,20.4,28.6,28.7,34.3,31.4,56.4,43.9,34.4,33.5,67.2,8.9,Champions
North Carolina,28–6,2016,ACC,7,1,34,28,6,120.2,94,0.9441,52.1,47.4,15.4,18.6,39.8,29.9,32.2,29.7,53.9,43.7,31.4,36,72.3,8.5,2ND
Texas A&M,26–8,2016,SEC,15,3,34,26,8,113.7,91.9,0.9209,51.4,47.1,17.2,20.9,35,30,37.5,32.4,50.7,45.6,35,32.9,68,5.2,S16
Tulsa,20–11,2016,Amer,74,11,31,20,11,109.1,99.2,0.7502,50.4,48.3,15.5,20.6,28,30.4,40,34.8,51,44.7,32.9,36.3,69.4,-1.2,R68
Southern,19–12,2016,SWAC,232,16,31,19,12,99.7,106,0.33,48.7,47.7,16.3,19.5,28.2,31.7,38.7,39.7,47.4,47.5,34.5,32,69.6,-8.1,R68
Fairleigh Dickinson,17–14,2016,NEC,280,16,31,17,14,103.4,114.7,0.2328,51.6,52,17.9,21,28.9,36,33.6,46.5,50.1,51.3,36.5,35.4,72.2,-9.9,R68
Kentucky,29–5,2017,SEC,4,2,34,29,5,119.2,91.2,0.956,53.2,47.4,16,19.4,34,27.2,41.7,34.7,53.4,48,35.3,30.7,74.5,9,E8
West Virginia,26–8,2017,B12,7,4,34,26,8,116.1,89.5,0.9524,51.8,48.7,16.9,28.1,37.7,32.4,38.2,42.2,50.6,46.6,36.1,34.9,72.4,6.4,S16
Baylor,24–7,2017,B12,12,3,31,24,7,116.3,92.2,0.9355,52.7,45.2,20.7,16.9,40,29.7,34.2,30.4,52.5,44.2,35.3,31.4,64.8,7.9,S16
Michigan,24–11,2017,B10,17,7,35,24,11,121.6,97.7,0.9259,56.9,51.7,14.6,20.1,25.3,29.4,30.5,27.5,56.7,49.7,38.1,37.8,64,3.8,S16
Wisconsin,25–9,2017,B10,18,8,34,25,9,113.5,91.2,0.9249,51.7,47.3,16.8,19.9,35.5,25.4,32,26.4,50.8,42.6,35.5,37.7,64.5,5.1,S16
Arizona,30–4,2017,P12,23,2,34,30,4,116.2,94.1,0.9192,53.7,47.1,17,17.7,33.3,26.2,41,29.2,51,47.9,39.8,30.6,67,7.9,S16
Butler,23–8,2017,BE,27,4,31,23,8,117.5,96.6,0.9046,54.6,50.7,15.1,20.1,28.1,27.8,36.2,37.5,54.6,51,36.3,33.4,67,5.5,S16
South Carolina,21–10,2017,SEC,32,7,31,21,10,105.2,88,0.8855,46.7,45,19,24.5,33.8,31.6,39.9,46.7,45,45.3,33.4,29.6,69.5,1.7,F4
Xavier,21–13,2017,BE,35,11,34,21,13,114.5,97,0.8709,51.6,51.8,18.6,17.8,35.2,25,41.2,33.7,52,52.5,34,33.8,68.6,1.6,E8
North Carolina Central,22–8,2017,MEAC,156,16,30,22,8,101.5,100.7,0.5216,51.8,45.1,17.9,19.6,32,31.4,34.8,27.6,53,45.9,33.3,29.1,67.9,-5.1,R68
New Orleans,17–11,2017,Slnd,191,16,28,17,11,98.9,100.9,0.4426,50.1,49.9,23.8,22.3,36.2,32.7,43.5,34.9,51.2,51.7,31.1,31.2,67.7,-6.3,R68
Villanova,30–4,2018,BE,2,1,34,30,4,127.5,95.2,0.9664,59.7,49.2,14.6,18.5,28.8,26.7,28.6,25.5,59.7,49.3,39.8,32.8,69.5,10.6,Champions
Purdue,28–6,2018,B10,4,2,34,28,6,123.5,94.3,0.9571,58.1,46.8,15.6,17.7,27.7,28.2,36.1,23.8,54.9,44.9,42,33.7,68.9,7.6,S16
Kansas,27–7,2018,B12,7,1,34,27,7,121.6,95.6,0.9411,58.1,48.5,16.6,18.5,29.1,31.7,26.2,24.8,56.5,48.1,40.3,32.7,69.9,8.2,F4
West Virginia,24–10,2018,B12,9,5,34,24,10,119,95.2,0.9289,50.3,49.6,16.5,23.3,36.6,30,31.2,44.1,48.5,45.6,35.3,37.4,71.2,4.6,S16
Gonzaga,30–4,2018,WCC,10,4,34,30,4,118.2,95.1,0.9243,57.7,46.9,16,17.4,33,22.7,30.9,29.4,58.8,43.3,37.4,35.5,70.3,4.9,S16
Michigan,27–7,2018,B10,15,3,34,27,7,114.2,92.3,0.9201,54.4,48.4,13.9,19.4,26,24.4,30.3,30.2,54.3,47,36.4,34.3,65.7,6.9,2ND
Kentucky,24–10,2018,SEC,21,5,34,24,10,115,95.5,0.8942,51.7,46.9,18.6,17.1,35.6,31.3,42.8,32.2,50.9,48.4,36.1,29.9,70,4.3,S16
Florida St.,20–11,2018,ACC,37,9,31,20,11,114.4,98.2,0.8528,53.9,48.9,17.6,19.1,33.2,30.1,36.1,30.7,54.6,45.5,35.1,36.4,73,1,E8
Nevada,27–7,2018,MWC,39,7,34,27,7,117.9,101.3,0.851,54.9,49.2,13.9,18.2,27.4,29.1,37.1,30.7,51.6,50.7,39.8,31.2,70.9,2.5,S16
Arizona St.,20–11,2018,P12,47,11,31,20,11,117.1,101.9,0.8312,53.9,50.7,14.6,20.4,28.1,30.7,41.9,32.3,53.3,50.4,36.4,34.1,72.9,-1.2,R68
North Carolina Central,16–15,2018,MEAC,319,16,31,16,15,96.7,111,0.1693,51.2,48.7,20.7,16.6,32.5,29.5,31.2,34.4,51.9,48.2,33.2,33.1,66.5,-12,R68
Duke,29–5,2019,ACC,3,1,34,29,5,119.3,88.3,0.9694,53.4,44.6,17.7,19.8,36.1,29.7,34.6,24,58.3,44.9,30.2,29.3,73.9,11.2,E8
Michigan,28–6,2019,B10,4,2,34,28,6,115.3,86.2,0.9656,52.1,44.1,13.5,18.3,24.5,25.5,27,24.9,51.8,44.5,35,28.9,65.8,9.2,S16
Michigan St.,28–6,2019,B10,6,2,34,28,6,120,91.9,0.9553,55.8,43.7,18.7,14.9,34.1,26.8,35,27.7,54.8,41.3,38.4,31.8,69.2,10.6,F4
Houston,31–3,2019,Amer,11,3,34,31,3,114.1,90.9,0.9315,52.1,42.4,16.8,18.2,34.7,26.2,31.9,37.6,50.8,43.1,35.9,27.6,67.4,7.9,S16
Auburn,25–9,2019,SEC,13,5,34,25,9,119.4,95.9,0.9254,54.2,51.8,17.5,25.3,32.7,32.9,31,36.6,51.3,50.4,38.1,35.6,69.3,6.1,F4
Florida St.,27–7,2019,ACC,20,4,34,27,7,111.3,92.1,0.8986,50.7,47.3,19.2,20.3,33.1,26.9,36.3,36.1,51,46.2,33.6,32.6,69.9,7.7,S16
Oregon,23–12,2019,P12,45,12,35,23,12,106.4,92.9,0.8269,51.7,46.8,17.8,21,29.7,28.1,30.3,35.3,51.9,49,34.3,29.4,65.5,-1,S16
North Carolina Central,15–15,2019,MEAC,295,16,30,15,15,97.2,107.5,0.2405,49.8,49.7,23,17.7,34.6,27,33.4,30.9,51.7,50.9,31.1,31.6,66.4,-10.8,R68
Memphis,33–1,2008,CUSA,2,1,34,33,1,113.3,83.8,0.9697,53,42.5,17.2,23.3,37.8,29.3,38.6,32.7,53.3,41.6,35,29.8,70.7,8.9,2ND
North Carolina,32–2,2008,ACC,6,1,34,32,2,120.2,91.8,0.9572,52.4,48,19,21.2,42.4,28.7,39.1,25.5,51.2,47,37.8,33.2,75.1,11.9,F4
Davidson,25–6,2008,SC,29,10,31,25,6,110.8,92,0.8948,54.4,48.4,17.7,24.1,32.6,27.6,25.4,37.7,54.6,46.4,36.1,34.5,69,1.5,E8
Western Kentucky,25–6,2008,SB,56,12,31,25,6,108.6,95.5,0.8147,53.6,46.9,20.2,25.2,37,32.8,36.2,47.7,51.6,46,38.6,32.5,69,0.2,S16
Coppin St.,14–20,2008,MEAC,309,16,34,14,20,90.2,105.6,0.1408,43.3,50.7,22.4,25.2,32,38.5,37,39.3,41.7,49.4,32.3,35.2,63.8,-13,R68
Memphis,31–3,2009,CUSA,1,2,34,31,3,109.3,81.6,0.9668,49.3,40.4,18.2,23,38.2,30.3,39.7,34.3,49.9,39,32,29.3,67.8,6.9,S16
Pittsburgh,27–4,2009,BE,2,1,31,27,4,121,91.3,0.9622,53.4,47,18,19.7,43,29.4,31.9,30.6,53.3,45.3,35.7,33.5,66.4,8.6,E8
Connecticut,27–4,2009,BE,3,1,31,27,4,114.7,86.9,0.9608,51.1,42.5,18.2,17.3,39.9,31.3,45.1,19.3,50.8,40.5,34.7,31.3,68,8.7,F4
North Carolina,27–4,2009,ACC,4,1,31,27,4,121.8,92.9,0.9578,52.7,47.2,17.1,20.7,40.5,31.9,39.3,25.1,51.5,44.7,37.3,35,74.5,7.7,Champions
Duke,28–6,2009,ACC,6,2,34,28,6,116.7,90.3,0.9503,50.9,47.4,17.7,23.6,37.7,33.2,41.1,30.9,50.2,46.1,34.9,34.1,68.4,7.8,S16
Gonzaga,25–5,2009,WCC,7,4,30,25,5,114.6,88.7,0.9503,55.1,42.8,16.5,22.1,31.4,30.5,34.6,29.3,52.9,38.6,39.9,33.7,69.1,4.4,S16
Missouri,28–6,2009,B12,10,3,34,28,6,114.6,90,0.9414,52.8,46.2,17,26,35,34.2,36.6,39.3,52.4,46.3,35.8,30.8,71.9,6.1,E8
Purdue,25–9,2009,B10,14,5,34,25,9,108.9,86.9,0.9307,50.7,43.9,17.6,22.8,29.4,31.4,33.4,31,49.7,41.6,35.1,32.8,67.8,3.9,S16
Syracuse,25–9,2009,BE,17,3,34,25,9,115.7,93.3,0.923,54.4,46.8,20.5,19.4,36.1,35.9,40.2,26.1,55.1,48.4,35.4,29.5,71.3,5.9,S16
Alabama St.,20–9,2009,SWAC,204,16,29,20,9,99.4,102.6,0.4078,51.7,43.4,20.6,19.3,34.8,35.5,36.5,33.4,52.8,42.9,32.9,29.8,65.2,-5.1,R68
Duke,29–5,2010,ACC,2,1,34,29,5,119.2,87.7,0.9715,50.3,43.9,16.4,21.9,40.4,32.5,37.9,34.5,46.8,44.4,38.2,28.2,67.1,8.4,Champions
Kentucky,32–2,2010,SEC,6,1,34,32,2,114,88.9,0.9463,53,43.5,20.5,19.9,40.8,32,43.5,27.7,53.8,41.4,34.1,31.7,69.5,8.6,E8
Ohio St.,27–7,2010,B10,8,2,34,27,7,116.3,91.2,0.9424,56.4,47.4,17.3,21.7,29.4,28.5,35.7,26.8,55.5,45,38.8,34.3,66,5.7,S16
Baylor,24–7,2010,B12,12,3,31,24,7,118.1,94.9,0.9248,54.6,44.6,20.6,17.8,38.3,33,37.3,34.7,53.1,41.5,38.6,33.8,65.7,5.6,E8
Saint Mary's,25–5,2010,WCC,43,10,30,25,5,115.2,97.1,0.8775,55.7,45.8,17,16.3,33.9,30.9,32.1,31.4,52.3,46.7,41.1,28.3,68.1,1.9,S16
Cornell,25–4,2010,Ivy,66,12,29,25,4,113.8,100.8,0.8005,56.4,47.6,18.5,20.9,32,29.7,28.9,38.9,50.3,45.2,43.7,35.3,65.8,1.9,S16
Winthrop,17–13,2010,BSth,232,16,30,17,13,89.2,95,0.3256,41.9,45.7,18.1,22.8,34,29.7,35.4,38.7,42.6,46.3,26.5,29.7,65.5,-8.7,R68
Ohio St.,32–2,2011,B10,1,1,34,32,2,123.4,89.6,0.9756,56,48.4,15.8,23.3,35.3,28.1,37.8,20.9,53.2,47.1,41.3,33.9,65.5,12,S16
Kansas,32–2,2011,B12,2,1,34,32,2,120,89.2,0.9681,57.7,44.7,19.1,20.3,36.5,28,40.6,32.8,57.5,44.9,38.7,29.4,69.7,10.2,E8
Duke,30–4,2011,ACC,3,1,34,30,4,118.5,88.6,0.9659,53.6,43.8,17.3,21.3,35.4,33.5,37.4,30.2,52.1,42.6,37.5,31.6,70.1,9.5,S16
Wisconsin,23–8,2011,B10,7,4,31,23,8,121.9,95.1,0.9456,52,48.3,12.8,16.8,34.2,27,28,31.4,49.5,45.1,37.1,37.5,57.8,5.9,S16
Connecticut,26–9,2011,BE,18,3,35,26,9,114,93.6,0.9058,48.1,45.3,17.5,18.1,39.5,34.7,34.3,27.4,47.5,43.1,33.2,33.5,66.2,7,Champions
Arizona,27–7,2011,P10,19,5,34,27,7,115.9,95.5,0.9024,54.4,48.4,18.9,18.7,33.3,29,44.1,36.3,51.2,50.5,39.9,28.8,66.5,4.7,E8
